ORDERID,SYMBOL,TYPE,ENTRY_TIME,STRATEGY,BUY_PRICE,SELL_PRICE,SL_PRICE,QUANTITY,QT1,QT2,TP1,TP2,STATUS,PNL
,,,,,,,,,,,,,,
