TS,O,H,L,C,VOL
1671075900.0,1249.9,1261.55,1243.75,1245.25,57084.0
1671076200.0,1245.65,1245.65,1238.25,1239.3,26450.0
1671076500.0,1239.85,1239.85,1234.6,1234.75,11041.0
1671076800.0,1234.75,1235.9,1232.65,1233.45,6281.0
1671077100.0,1233.2,1236.15,1230.7,1233.35,4960.0
1671077400.0,1232.0,1232.65,1231.0,1231.5,4454.0
1671077700.0,1231.5,1232.2,1228.5,1232.15,4020.0
